NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Conservatoire Municipal Lﾂo Delibes,92,Clichy-sous-Bois,92024,92110,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,115,b,,,RUE,,HENRI BARBUSSE,923000084,13,132,13217,"649388,9448","6867080,584"
Conservatoire Municipal Musique et Danse,94,Ivry-sur-Seine,94041,94200,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,28,b,,,RUE,,SAINT JUST,943001392,13,132,13217,"655138,3598","6856936,983"
Conservatoire Municipal Nadia et Lily Boulanger,75,Paris 9e Arrondissement,75109,75009,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,17, ,,,RUE,,ROCHECHOUART,752004293,13,132,13217,"651929,7743","6864360,856"
Conservatoire Municipal Robert Lamoureux,94,Saint-Mandﾂ,94067,94160,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,11, ,,,RUE,,BERULLE,943002564,13,132,13217,"657131,5101","6860296,974"
Conservatoire National de Rﾂgion de Paris Studio de Danse des Abbesses,75,Paris 18e Arrondissement,75118,75018,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,4, ,,,CITE,,GERMAIN PILON,752004303,13,132,13217,"651389,6657","6865163,268"
Conservatoire National Superieur d'Art Dramatique,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,Oui,10,,,,2,b, ,,RUE,,CONSERVATOIRE,752002003,13,132,13217,"652092,5398","6863812,145"
Conservatoire National Supﾂrieur d'Art Dramatique,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,b, , ,RUE,DU,CONSERVATOIRE,753001101,13,133,13312,"652092,5398","6863812,145"
Conservatoire National Supﾂrieur de Musique et de Danse de Paris - CNSMDP,75,Paris 19e Arrondissement,75119,75019,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,Oui,10,,,,209, ,,,AV,,JEAN JAURES,752004305,13,132,13217,"655366,8587","6865576,909"
Conservatoire Odeon de Musique et de Danse,93,Tremblay-en-France,93073,93290,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,1, ,,,PL,,BICENTENAIRE DE LA REVOLUTION FRANCAISE,933005468,13,132,13217,"668521,2957","6871549,445"
Conservatoire Olivier Messiaen,94,Champigny-sur-Marne,94017,94500,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,4,,,,RUE,,PROUDHON,943006667,13,132,13217,"664229,1119","6858263,652"
Conservatoire Paul DUKAS,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,51,,,,RUE,,JORGE SEMPRUN,753002080,13,132,13217,"654801,1018","6860417,618"
Conservatoire Russe de Paris Alexandre Scriabine,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,61, , , ,RUE, ,BOISSIERE,753001208,13,132,13211,"647731,1731","6863370,223"
Conservatoire Russe de Paris Serge Rachmaninoff,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,26, , , ,AV,DE,NEW YORK,753001209,13,132,13211,"648347,4022","6862819,638"
Conservatoire Slave de Musique,93,Bagnolet,93006,93170,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,59, ,,,RUE,,VICTOR HUGO,933000425,13,132,13211,"657415,6385","6862118,445"
Conservatoires Municipaux de Musique et de Danse,94,Chenneviﾊres-sur-Marne,94019,94430,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,46, ,,,RUE,,GENERAL DE GAULLE,943000850,13,132,13217,"665461,7729","6855034,74"
Consevatoire de Musique Orientale,75,Paris 19e Arrondissement,75119,75019,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,3, , , ,PAS,DE LA,MOSELLE,753000568,13,132,13211,"654352,485","6865102,414"
Cours de Chant Girela Antonio,75,Paris 10e Arrondissement,75110,75010,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,7, , , ,RUE, ,SAINT-LAURENT,753000258,13,132,13211,"652935,8131","6864124,673"
Cours de Danse Salon Suky - Danse,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,233,b, , ,RUE,DU,FAUBOURG SAINT-HONORE,753000990,13,132,13211,"648586,1745","6864379,633"
Cours de Danse Step Dance - Danse,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,10, , , ,PAS, ,CHARLES DALLERY,753000835,13,132,13211,"654391,5232","6861730,638"
Cours de Danse Step Dance - Danse,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,7, , , ,RUE, ,EMILE DUBOIS,753000626,13,132,13211,"651332,3673","6859265,798"
Cours Sarah Luc Musique et Chant,75,Paris 13e Arrondissement,75113,75013,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,21, , , ,RUE,DU,CHAMP DE L'ALOUETTE,753000245,13,132,13211,"651928,5295","6859295,764"
CRD Centre Musical et Chorﾂgraphique ﾐrik Satie,93,Le Blanc-Mesnil,93007,93150,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,71, ,,,AV,,CHARLES FLOQUET,933001502,13,132,13217,"659975,3015","6871258,305"
CRD Claude Debussy,78,Saint-Germain-en-Laye,78551,78100,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,3,,,,RUE,DU,MARECHAL JOFFRE,780000083,13,132,13217,"633205,3656","6866472,628"
CRD d'Argenteuil,95,Argenteuil,95018,95100,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,50,,,,BD,,HELOISE,950000025,13,132,13217,"645213,5928","6871563,588"
CRD de Bourg-la-Reine,92,Bourg-la-Reine,92014,92340,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,11, ,,,BD,,CARNOT,923000653,13,132,13217,"649951,223","6853383,957"
CRD de de Clamart Henri Dutilleux,92,Clamart,92023,92140,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,, ,,,PL,,JULES HUNEBELLE,923000923,13,132,13217,"645727,0273","6855822,957"
CRD de Musique Dde Romainville,93,Romainville,93063,93230,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,79, ,,,AV,,PRESIDENT WILSON,933002343,13,132,13217,"658494,6987","6864911,512"
CRD de Musique du Raincy,93,Le Raincy,93062,93340,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,3, ,,,ALL,,NICOLAS CARNOT,933000207,13,132,13217,"664120,2531","6865962,871"
CRD de Musique du Val de Biﾊvre Fresnes,94,Fresnes,94034,94260,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,41, ,,,RUE,,MAURICE TENINE,943004525,13,132,13217,"650502,5715","6850783,698"
CRD de Musique et de Danse d'Aulnay,93,Aulnay-sous-Bois,93005,93600,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,12, ,,,RUE,,SEVRAN,933009078,13,132,13217,"663302,7489","6871323,229"
CRD de Musique et de Danse de Montreuil,93,Montreuil,93048,93100,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,13, ,,,AV,,RESISTANCE,933001904,13,132,13217,"658664,5394","6862256,212"
CRD de Musique et de Danse de Pantin,93,Pantin,93055,93500,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,2, ,,,RUE,,SADI CARNOT,933002263,13,132,13217,"656152,5672","6866503,495"
CRD de Ville d'Avray,92,Ville-d'Avray,92077,92410,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,10, ,,,RUE,DE,MARNES,923004763,13,132,13217,"640255,6831","6858876,033"
CRD d'Orsay,91,Orsay,91471,91400,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,87,,,,RUE,DE,PARIS,910000105,13,132,13217,"640427,8268","6844362,412"
CRD du Val de Biﾊvre L'Hay aux Roses,94,L'Hay-les-Roses,94038,94240,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,3,,,,RUE,,GABRIEL PERI,943006685,13,132,13217,"651447,0917","6853578,339"
CRD Marcel Duprﾂ ,92,Meudon,92048,92190,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,7, ,,,BD,,NATIONS UNIES,923001836,13,132,13217,"643835,5018","6857387,862"
CRD Niedermeyer  Arc de Seine,92,Issy-les-Moulineaux,92040,92130,2,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,Oui,10,,,,11, ,,,RUE,,DANTON MAIL RAYMOND MENAND,923005996,13,132,13217,"646315,3873","6858972,425"
CREA - Espace Jacques Prﾂvert,93,Aulnay-sous-Bois,93005,93600,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,134, ,,,RUE,,ANATOLE FRANCE,933009072,13,132,13211,"663131,47","6871338,272"
CREA - Maison des Jeunes et de la Culture-Maison pour Tous,94,Alfortville,94002,94140,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,2,b,,,RUE,,PARMENTIER,943000021,13,134,13414,"656774,1332","6856464,902"
CREA 6 Espace Culturel des Pontons,94,Alfortville,94002,94140,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,7,,,,RUE,DES,PONTONS,943006695,13,134,13414,"656772,1923","6856422,335"
Creadanse - Danse,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,122, , , ,BD, ,MURAT,753000950,13,132,13211,"645558,7755","6859948,252"
Crﾂapﾓle ESDI,75,Paris 1er Arrondissement,75101,75001,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,128,,,,RUE ,DE,RIVOLI,753003357,10,103,10315,"651923,1844","6862391,776"
CRR,78,Versailles,78646,78000,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,24,,,,RUE,DE LA,CHANCELLERIE,780000004,13,132,13217,"635708,3869","6856106,121"
CRR de Musique Georges Gorse,92,Boulogne-Billancourt,92012,92100,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,22, ,,,RUE,,BELLE FEUILLE,923000613,13,132,13217,"644449,7449","6860012,049"
CRR de Paris,75,Paris 8e Arrondissement,75108,75008,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,14, ,,,RUE,,MADRID,752004291,13,132,13217,"650178,7533","6864491,577"
CRR de Rueil-Malmaison,92,Rueil-Malmaison,92063,92500,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,182, ,,,AV,,PAUL DOUMER,923002395,13,132,13217,"639713,4657","6864655,464"
CRR de Saint-Maur,94,Saint-Maur-des-Fossﾂs,94068,94100,1,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,Oui,10,,,,25, ,,,RUE,,KRﾚGER,943002607,13,132,13217,"662632,4435","6855567,75"
Crypte Archﾂologique du Parvis de Notre-Dame,75,Paris 4e Arrondissement,75104,75004,1,Non,,,,,,,,,,,,,,,,monument,,,,,,,,,,,,Oui,223399,,1, ,,,PL,,PARVIS NOTRE- DAME,752003539,24,241,24112,"652238,6362","6861665,479"
Crypte Saint-Sulpice,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,33, ,,,RUE,,SAINT-SULPICE,752003710,13,133,13312,"651216,1598","6861449,872"
Csc La Fontaine Gueffier,92,Bagneux,92007,92220,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,8, ,,,PL,,FONTAINE GUEFFIER,923000052,13,134,13414,"648901,5108","6854368,077"
CSC La Plaine,94,Cachan,94016,94230,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,1,,,,ALL,,PIERRE DE MONTREUIL,943006828,13,134,13414,"650783,0976","6854284,131"
CSC Madeleine Ribﾂrioux,94,Crﾂteil,94028,94000,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,27,,,,AV,,FRANCOIS MITTERRAND,943006830,13,134,13414,"660645,3","6852296,3"
Culture et Bibliothﾊque pour Tous,92,Neuilly-sur-Seine,92051,92200,3,Non,,,Oui,0,Non,26,M,,,,,,,,,,,,,,,,,,,,,,,,2,b,,,RUE,DU,CHATEAU,923005760,13,131,13116,"646055,2467","6865555,648"
Cyrano,78,Versailles,78646,78000,2,Non,,,,,,,,,Oui,gﾂnﾂraliste,8,,,,,,,,,,,,,,,,,,,,7,,,,RUE,,JEAN YVES RAMEAU,780000014,13,136,13611,"636174,6931","6856775,14"
Dally Daoud Vﾂronique - Danse,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,24, , , ,RUE, ,JUGE,753000636,13,132,13211,"648179,2455","6861292,031"
Danse Connexion - Danse,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,8, , , ,RUE, ,MOUSSET-ROBERT,753000621,13,132,13211,"656304,6628","6860501,302"
Danse Etudes Paris J. Goube - Danse,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,8, , , ,RUE, ,EMILE ALLEZ,753000956,13,132,13211,"647838,6258","6865002,347"
Danse Georges et Rosy - Danse,75,Paris 7e Arrondissement,75107,75007,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,20, , , ,RUE,DE,VARENNE,753000989,13,132,13211,"650507,2375","6861721,757"
Danse Thﾂﾃtre et Musique - Danse,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,6, , , ,RUE,DE LA,FOLIE-MERICOURT,753000842,13,132,13211,"654125,5739","6862570,81"
Dansez Masala - Danse,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,28, , , ,RUE, ,GUERSANT,753000957,13,132,13211,"647890,2196","6864832,673"
Dansomania - Danse,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,59, , , ,RUE, ,SARRETTE,753000631,13,132,13211,"650556,6313","6858526,861"
Deep Side Center - Danse,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,19, , , ,RUE,DE,MONT-LOUIS,753000843,13,132,13211,"655176,6088","6862213,342"
Destination Musique,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,69, , , ,BD,DE,REUILLY,753000738,13,132,13211,"655906,0597","6860142,753"
Dominique Fiat,75,Paris 3e Arrondissement,75103,75003,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,16, , , ,RUE,DES,COUTURES SAINT-GERVAIS,753001223,13,133,13321,"653208,2805","6862431,237"
Ecole Atla Musiques Actuelle,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,Oui,11,,,,12, , , ,VLA,DE,GUELMA,753000575,13,132,13211,"651400,4542","6865014,248"
Ecole Bleue,75,Paris 11e Arrondissement,75111,75011,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,146,,,,RUE,DE,CHARONNE,753003424,10,103,10315,"655189,6708","6861818,354"
Ecole Camondo,75,Paris 14e Arrondissement,75114,75014,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,266, , ,,BD,,RASPAIL,751007609,10,103,10315,"650907,969","6859864,782"
Ecole Chrono Musique du 12 eme,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,20, , , ,AV,DE,SAINT-MANDE,753000580,13,132,13211,"655860,792","6860730,065"
Ecole Chrono Musique du 14 eme,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,6,b, , ,RUE, ,JONQUOY,753000582,13,132,13211,"649653,7357","6859110,959"
Ecole d'Art,94,Fresnes,94034,94260,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,25,,,,RUE,DES,FRERES LUMIERE,943006707,13,134,13413,"650263,8885","6851413,944"
Ecole d'Art Claude Monet,93,Aulnay-sous-Bois,93005,93600,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,1, ,,,RUE, ,ARISTIDE BRIAND,933005893,13,134,13413,"663082,2677","6871181,799"
Ecole d'Art Dramatique,93,Pantin,93055,93500,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,2, ,,,RUE,,SADI CARNOT,933002264,13,134,13411,"656152,5672","6866503,495"
Ecole d'art Jeanine Haddad,95,Sarcelles,95585,95200,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,5,,,,RTE,DE,GARGES,950000045,13,134,13413,"654265,2018","6876950,546"
Ecole d'art Maryse Eloy,75,Paris 11e Arrondissement,75111,75011,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,1,,,,RUE,,BOUVIER,753003442,10,103,10315,"655150,9978","6861526,402"
Ecole d'Art Mural de Versailles,78,Versailles,78646,78000,3,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,9,,,,RUE,,SAINTE GENEVIEVE,780000091,10,103,10315,"636018,0222","6856802,649"
Ecole d'Arts Dﾂcoratifs,93,Drancy,93029,93700,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,34,,,,AV,,MARCEAU,933008984,13,134,13413,"658694,3","6869960,6"
Ecole d'Arts Plastiques,91,Montgeron,91241,91230,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,,,,,PL,,ROTTEMBOURG,910000012,13,134,13413,"659989,188","6845342,663"
Ecole d'arts Plastiques,94,Choisy-le-Roi,94022,94600,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,44, ,,,RUE,DU,DOCTEUR ROUX,943006791,13,134,13413,"656081,6873","6852477,979"
Ecole d'arts Plastiques Gustave Courbet,93,Saint-Denis,93066,93200,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,51, ,,,RUE,,AUGUSTE POULLAIN,933002513,13,134,13413,"652479,6667","6871425,87"
Ecole d'arts Plastiques Gustave Courbet (annexe),93,Saint-Denis,93066,93200,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,15, ,,,RUE,,CATULIENNE,933002514,13,134,13413,"652470,7911","6870830,6"
Ecole d'Arts Plastiques Mixte et Privﾂe,75,Paris 6e Arrondissement,75106,75006,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,10,b, ,,RUE,,SEINE,751007711,10,103,10315,"651316,1045","6862065,861"
Ecole d'Arts Plastiques Passerelle des Arts,92,Suresnes,92073,92150,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,9,,,,AV,,GENERAL DE GAULLE,923005904,13,134,13413,"643098,8125","6863526,364"
Ecole de Chaillot (CEDHEC),75,Paris 16e Arrondissement,75116,75016,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,21,,,,,,1,,,,PL,DU,TROCADERO,753003426,10,103,10312,"647785,6758","6862772,228"
Ecole de cinﾂma d'animation Georges Mﾂliﾊs,94,Orly,94054,94310,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,4,,,,RUE,,PASTEUR,753003349,10,103,10315,"655253,8263","6849384,523"
Ecole de Cirque Flip Flap,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,12,,,,5, ,,,RUE,,BROUSSAIS,750000040,13,132,13213,"651314,4489","6859146,363"
Ecole de communication Visuelle,75,Paris 5e Arrondissement,75105,75005,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,27,,,,RUE,,BUFFON,753002874,10,103,10315,"653079,6868","6860444,766"
Ecole de Conde,75,Paris 15e Arrondissement,75112,75012,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,11, , ,,RUE,,BISCORNET,751007722,10,103,10315,"653744,7655","6861347,092"
Ecole de Danse,94,Villejuif,94076,94800,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,159, ,,,AV,,PARIS,943002937,13,132,13217,"653442,0476","6855268,116"
Ecole de Danse Alain et Vicky - Danse,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,9, , , ,RUE,DE,MONTENOTTE,753000951,13,132,13211,"648301,5473","6864386,237"
Ecole de Danse Burdon - Danse,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,135, , , ,BD, ,DIDEROT,753000620,13,132,13211,"655479,5314","6861082,347"
Ecole de Danse Centre,93,L'Ile-Saint-Denis,93039,93450,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,31, ,,,AV,,JEAN JAURES,933001679,13,132,13211,"651565,2931","6870747,135"
Ecole de Danse Classique Agnﾊs Faure - Danse,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,6, , , ,AV, ,GEORGE V,753000991,13,132,13211,"648773,0527","6863047,97"
Ecole de Danse de Paris - Danse,75,Paris 10e Arrondissement,75110,75010,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,17, , , ,RUE,DU,FAUBOURG DU TEMPLE,753001048,13,132,13211,"653489,687","6863340,698"
Ecole de danse Dominique et Janine Solane - Danse,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,1, , , ,RUE,DE LA,GRANDE CHAUMIERE,753000648,13,132,13211,"650943,3326","6860487,894"
Ecole de danse Franﾇoise Schneider - Danse,75,Paris 9e Arrondissement,75109,75009,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,59, , , ,RUE, ,BLANCHE,753001046,13,132,13211,"650979,9357","6864841,12"
Ecole de Danse Jacques Bense - Danse,75,Paris 9e Arrondissement,75109,75009,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,177, , , ,RUE,DU,FAUBOURG POISSONNIERE,753000993,13,132,13211,"652303,7226","6864869,882"
Ecole de Danse Nathalie Gustine - Danse,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,16, , , ,RUE, ,DUPLEIX,753000946,13,132,13211,"648440,4249","6861522,241"
Ecole de Danse Nord (Gymnase Arnold-Gﾂraux),93,L'Ile-Saint-Denis,93039,93450,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,24, ,,,RUE,,ARNOLD GERAUX,933001680,13,132,13211,"651465,2189","6871352,416"
Ecole de Danse Smocking et Brillantine - Danse,75,Paris 13e Arrondissement,75113,75013,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,13, , , ,RUE, ,GUYTON DE MORVEAU,753000624,13,132,13211,"652143,8913","6858497,327"
Ecole de Danses Latines et Tropicales - Danse,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,170, , , ,RUE,DU,FAUBOURG SAINT-ANTOINE,753000622,13,132,13211,"654635,4453","6861312,442"
Ecole de Dessin Technique et Artistique Sornas,75,Paris 1er Arrondissement,75101,75001,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,108, , ,,RUE,,SAINT-HONORE,751007455,10,103,10315,"651714,5225","6862599,989"
Ecole de la FLEC,93,Montreuil,93048,93100,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,87,b,,,RUE,DE,PARIS,933009122,10,102,10215,"658204,3","6862038,5"
Ecole de la Photographie de Paris - ICART,92,Levallois-Perret,92044,92300,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,114,,,,RUE,,MARIUS AUTAN,923006074,10,103,10314,"647333,2","6866241,3"
Ecole de musique,77,Champs-sur-Marne,77083,77420,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,,,,,ALL,DES,NOYERS,770000050,13,132,13211,"671144,6751","6860226,571"
Ecole de musique,77,Courtry,77139,77181,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10,,,,31,,,,RUE,,CHARLES VAN WYNGENE,770000020,13,132,13217,"670958,8308","6868513,249"
Ecole de musique,77,Lﾂsigny,77249,77150,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,25,,,,RUE,DE,VILLARCEAU,770000004,13,132,13211,"671819,491","6849565,846"
Ecole de musique,91,Biﾊvres,91064,91570,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,,,,,ALL,DES,CASTORS,910000057,13,132,13211,"642621,6508","6850913,522"
Ecole de musique,91,Paray-Vieille-Poste,91479,91550,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,75,,,,AV,,PAUL VAILLANT COUTURIER,910000061,13,132,13211,"653262,0824","6846051,977"
Ecole de Musique,94,Boissy-Saint-Lﾂger,94004,94470,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,8, ,,,RUE,,EGLISE,943000507,13,132,13211,"664098,9452","6850310,774"
Ecole de Musique,94,Noiseau,94053,94880,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,10, ,,,RUE,,LEON BRESSET,943004960,13,132,13211,"666840,0285","6853175,247"
